Return_ID,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Method,Refund_Amount
904260,702476,2025-08-08,Duplicate Order,requested,UPI,780.29
904261,707318,2025-07-08,Duplicate Order,Rejected,Store Credit,1146.72
904262,719389,2026-01-09,Wrong Item,Completed,Original Payment,2348.75
904263,709950,2024-12-18,Damaged,,UPI,3744.95
904264,704575,2024-03-13,Changed Mind,Approved,original payment,4955.26
904265,713304,2025-03-28,Size Issue,,Original Payment,7042.47
904266,718445,2024-11-02,,Rejected,,30917.39
904267,705495,2024-07-10,Changed Mind,Approved,,1973.43
904268,702039,2024-11-21,damaged,Approved,,2660.43
904269,711552,2024-07-23,damaged,Completed,Store Credit,3276.56
904270,716812,2025-03-08,,Requested,Store Credit,3169.19
904271,716543,2025-04-22,,Completed,original payment,34542.53
904272,700178,2025-08-24,Late Delivery,Completed,UPI,4695.23
904273,710535,2025-12-08,damaged,Requested,,7284.88
904274,711583,2024-01-25,size issue,Completed,Original Payment,4102.39
904275,711604,2025-03-20,,approved,,3120.28
904276,702621,2024-12-25,Damaged,requested,original payment,6129.12
904277,715683,2024-10-31,Quality Issue,,original payment,1920.38
904278,704157,2025-11-21,Wrong Item,,Original Payment,1098.05
904279,709399,2025-06-19,Late Delivery,Rejected,original payment,2556.84
904280,713124,2025-08-16,Late Delivery,,original payment,1558.57
904281,708047,2024-12-10,Wrong Item,Requested,Original Payment,3029.28
904282,714013,2025-12-15,Quality Issue,Approved,Original Payment,3189.58
904283,702281,2025-12-18,Not as Expected,,Bank Transfer,29721.77
904284,711707,2025-11-29,size issue,Rejected,Original Payment,2942.93
904285,705462,2025-08-08,Size Issue,Completed,,3944.19
904286,709700,2024-02-21,damaged,Rejected,original payment,8368.69
904287,702293,2025-09-29,Wrong Item,,original payment,4005.03
904288,715578,2025-10-24,,approved,Store Credit,3490.94
904289,712090,2024-11-23,Duplicate Order,,UPI,2533.14
904290,705473,2025-11-13,Changed Mind,,Original Payment,79.93
904291,714139,2024-05-30,size issue,requested,,6840.49
904292,709622,2024-01-10,Damaged,,,547.92
904293,710491,2025-07-10,,Rejected,Store Credit,965.72
904294,709406,2025-01-09,,Completed,original payment,670.84
904295,713966,2025-08-12,size issue,Completed,,23713.85
904296,708322,2024-06-25,Wrong Item,requested,original payment,5097.44
904297,715052,2025-05-06,Duplicate Order,Approved,,2482.88
904298,717457,2025-10-12,,,,3694.2
904299,717602,2025-03-10,Damaged,approved,Original Payment,5345.44
904300,709127,2024-11-22,Duplicate Order,Approved,Store Credit,2308.37
904301,707130,2024-03-14,Changed Mind,,Store Credit,1426.02
904302,700805,2024-05-11,Not as Expected,Approved,UPI,2055.97
904303,717394,2025-12-09,Not as Expected,Requested,Bank Transfer,13869.01
904304,701395,2025-08-09,,Completed,,9578.93
904305,709117,2025-02-07,Late Delivery,Approved,UPI,507.86
904306,719172,2025-09-06,Damaged,Requested,Original Payment,10838.54
904307,707264,2025-06-20,Changed Mind,approved,Bank Transfer,4037.68
904308,705585,2025-06-09,size issue,Completed,Original Payment,645.83
904309,712062,2025-12-31,damaged,approved,original payment,11337.51
904310,702019,2024-11-22,Wrong Item,Requested,Bank Transfer,3873.69
904311,719682,2025-05-22,Changed Mind,Completed,original payment,24740.73
904312,708551,2025-03-09,Wrong Item,Completed,Bank Transfer,1023.15
904313,711938,2025-10-20,Size Issue,Rejected,,3197.9
904314,701177,2024-04-28,size issue,Approved,UPI,2126.48
904315,719217,2025-10-18,Quality Issue,approved,,2050.76
904316,705751,2025-06-19,,Requested,,1347.26
904317,713154,2025-06-12,Damaged,Rejected,Original Payment,13144.42
904318,719077,2024-12-30,Damaged,Completed,Original Payment,4063.13
904319,709355,2025-09-06,size issue,Requested,Bank Transfer,2061.55
904320,701980,2024-06-17,Late Delivery,Approved,,1656.4
904321,702464,2025-03-27,Damaged,approved,Bank Transfer,3330.35
904322,713223,2025-01-24,Not as Expected,Requested,,3809.26
904323,719843,2025-02-28,Quality Issue,Completed,Store Credit,72639.54
904324,707706,2025-09-01,damaged,requested,original payment,13553.88
904325,710914,2025-08-25,Wrong Item,approved,,999999.0
904326,709423,2025-11-06,Not as Expected,approved,Store Credit,1587.8
904327,701012,2025-01-26,,approved,Store Credit,742.17
904328,714103,2025-05-27,Duplicate Order,requested,UPI,6354.73
904329,710608,2025-09-29,Changed Mind,Requested,original payment,1975.11
904330,704462,2025-11-28,Damaged,,Bank Transfer,2663.31
904331,709023,2025-09-21,Late Delivery,Rejected,Original Payment,2991.09
904332,708016,2025-01-31,size issue,,,8250.39
904333,716979,2025-10-02,damaged,Requested,UPI,21307.0
904334,715196,2025-08-15,Late Delivery,Approved,Original Payment,2433.58
904335,702600,2024-06-24,Late Delivery,,,0.0
904336,710785,2024-06-01,Not as Expected,Requested,,38249.16
904337,717999,2024-03-18,Size Issue,Completed,UPI,724.21
904338,706417,2024-06-01,Late Delivery,requested,UPI,1044.57
904339,717933,2025-03-31,Changed Mind,requested,original payment,11770.99
904340,701911,2024-05-05,Size Issue,Requested,,2396.34
904341,719963,2024-01-14,Wrong Item,Completed,Original Payment,23088.44
904342,714396,2025-02-19,damaged,Approved,original payment,4721.74
904343,718668,2024-10-05,Not as Expected,Completed,Original Payment,3292.77
904344,711710,2025-09-17,Late Delivery,Requested,Bank Transfer,3256.38
904345,703657,2025-08-15,Changed Mind,Completed,UPI,11901.55
904346,711373,2025-12-09,Changed Mind,requested,original payment,5289.59
904347,715134,2025-07-09,Changed Mind,Rejected,,6148.67
904348,716555,2024-10-31,Late Delivery,approved,UPI,2946.31
904349,718341,2025-04-26,damaged,requested,Store Credit,3789.47
904350,702276,2024-11-02,Damaged,approved,Store Credit,8575.74
904351,706916,2024-03-14,Quality Issue,Completed,original payment,5467.11
904352,717400,2024-04-07,,Rejected,,562.22
904353,711484,2025-02-25,Duplicate Order,requested,original payment,0.0
904354,700473,2024-03-02,Duplicate Order,requested,Store Credit,0.0
904355,718243,2024-05-26,size issue,Rejected,Bank Transfer,1475.57
904356,706698,2024-01-14,,,original payment,13012.73
904357,717687,2024-08-04,damaged,Approved,Original Payment,204.01
904358,717892,2024-06-13,Size Issue,,UPI,41759.97
904359,714589,2024-01-23,damaged,requested,UPI,486.25
904360,703834,2024-12-04,size issue,Approved,original payment,2824.62
904361,705505,2024-12-23,size issue,Rejected,Store Credit,1566.67
904362,705773,2024-07-30,Duplicate Order,Rejected,Original Payment,1805.01
904363,703460,2025-05-16,Late Delivery,Requested,Bank Transfer,4050.89
904364,719051,2024-12-14,Duplicate Order,requested,original payment,3396.09
904365,715366,2024-03-02,damaged,Requested,Bank Transfer,803.08
904366,700953,2024-03-22,damaged,Requested,Store Credit,1759.4
904367,705329,2025-11-16,Duplicate Order,Rejected,Store Credit,1880.43
904368,709873,2024-09-09,Not as Expected,Completed,Store Credit,13891.27
904369,708921,2024-08-31,Quality Issue,requested,Bank Transfer,8594.38
904370,718408,2025-02-04,Late Delivery,,original payment,3590.32
904371,709033,2025-01-05,damaged,Approved,Original Payment,27301.21
904372,718028,2025-09-06,Late Delivery,Requested,Original Payment,1363.59
904373,706428,2025-12-02,size issue,Approved,UPI,2714.44
904374,702664,2025-09-02,size issue,requested,,1795.48
904375,705310,2024-08-13,Changed Mind,,Original Payment,777.32
904376,712985,2025-03-24,Size Issue,requested,UPI,25649.01
904377,701159,2025-06-20,Quality Issue,Requested,Original Payment,0.0
904378,705401,2024-02-18,size issue,Approved,original payment,2723.73
904379,704881,2024-05-01,Duplicate Order,Rejected,Original Payment,1655.43
904380,710204,2025-12-23,Damaged,,,6247.1
904381,713530,2025-11-09,Wrong Item,requested,Original Payment,2783.84
904382,703695,2024-03-28,damaged,Approved,UPI,1902.36
904383,703127,2024-08-28,damaged,Completed,Bank Transfer,13739.18
904384,706569,2026-01-08,Duplicate Order,Rejected,original payment,9072.38
904385,700159,2024-09-01,Wrong Item,Completed,original payment,807.9
904386,703275,2026-01-09,Quality Issue,requested,Original Payment,1713.44
904387,711286,2024-04-04,Damaged,Requested,original payment,2517.02
904388,719311,2024-05-04,Wrong Item,,,1851.11
904389,703303,2025-06-08,size issue,Completed,Original Payment,20582.71
904390,719724,2024-10-06,Size Issue,Rejected,Original Payment,2245.25
904391,706363,2025-06-15,Changed Mind,Approved,original payment,1239.34
904392,715349,2024-08-01,Late Delivery,approved,original payment,3940.97
904393,715141,2025-02-20,damaged,Requested,UPI,5553.62
904394,713331,2025-04-05,Quality Issue,requested,Original Payment,1227.56
904395,718032,2024-10-25,damaged,Approved,UPI,388.8
904396,718084,2024-05-19,Duplicate Order,requested,,5941.3
904397,702856,2024-12-22,Duplicate Order,Approved,original payment,211.03
904398,705112,2026-01-07,size issue,approved,Bank Transfer,4894.28
904399,705681,2026-01-07,Damaged,,Store Credit,1251.62
904400,712865,2025-11-11,Not as Expected,Rejected,Bank Transfer,35164.26
904401,701883,2025-04-15,Duplicate Order,,Bank Transfer,3744.27
904402,705284,2024-11-22,Changed Mind,Rejected,,8801.31
904403,707927,2024-04-03,Not as Expected,Approved,Store Credit,1566.62
904404,711055,2025-06-17,size issue,Rejected,Store Credit,843.34
904405,719373,2024-11-02,Late Delivery,Approved,,2935.69
904406,717076,2025-07-01,damaged,Requested,UPI,702.31
904407,716172,2025-07-14,,approved,Bank Transfer,727.95
904408,706282,2024-08-11,Size Issue,,Bank Transfer,3637.26
904409,701835,2025-08-08,Changed Mind,Requested,Original Payment,696.22
904410,707497,2024-06-12,damaged,Approved,Original Payment,3394105.54
904411,719214,2025-12-04,Quality Issue,,original payment,9864.99
904412,708785,2025-02-12,Damaged,Rejected,Original Payment,4212.28
904413,701881,2024-12-21,Changed Mind,requested,UPI,7002.52
904414,708262,2024-09-15,Quality Issue,approved,Bank Transfer,9231.78
904415,701521,2024-04-30,damaged,,UPI,8101.32
904416,702951,2024-04-14,Wrong Item,,Bank Transfer,2732.04
904417,715999,2024-07-30,,Completed,,2677.06
904418,717594,2024-04-11,Late Delivery,Completed,UPI,1610.9
904419,702414,2024-02-11,,approved,original payment,1177.11
904420,703302,2025-10-22,Damaged,,Bank Transfer,6082.77
904421,717477,2024-10-31,Size Issue,approved,UPI,5826.23
904422,708283,2024-10-02,Quality Issue,Completed,Store Credit,3199.01
904423,710852,2024-11-04,Wrong Item,Requested,original payment,1289.6
904424,707072,2025-10-08,Duplicate Order,requested,,48704.87
904425,701466,2025-03-05,Changed Mind,,Bank Transfer,3590.82
904426,713555,2024-11-25,Changed Mind,Completed,Original Payment,4302.01
904427,710264,2024-08-30,Damaged,approved,Bank Transfer,3919.15
904428,708522,2025-01-16,Size Issue,requested,original payment,7932.69
904429,713876,2024-03-05,Size Issue,requested,Original Payment,20434.6
904430,719124,2025-10-21,damaged,requested,original payment,2123.9
904431,712614,2024-02-03,Damaged,Completed,Bank Transfer,3662.36
904432,707024,2024-08-03,Not as Expected,Rejected,Store Credit,7434.32
904433,703402,2025-10-13,damaged,,Original Payment,2667.83
904434,701338,2025-04-22,damaged,Approved,Bank Transfer,3988.75
904435,713695,2025-02-26,Damaged,Rejected,Original Payment,496.13
904436,716709,2026-01-12,Duplicate Order,approved,Original Payment,3074.62
904437,700796,2024-11-29,Quality Issue,Requested,UPI,3202.5
904438,704179,2024-04-22,size issue,Rejected,Store Credit,6033.5
904439,704190,2024-07-30,,requested,Store Credit,1990.89
904440,710981,2024-04-25,Not as Expected,Approved,,13716.57
904441,701749,2024-11-14,Not as Expected,approved,Bank Transfer,12324.71
904442,714264,2024-11-01,size issue,,Original Payment,1313.12
904443,702749,2024-10-19,Size Issue,Approved,Store Credit,1549.68
904444,707519,2024-02-23,size issue,approved,Bank Transfer,360.32
904445,701641,2024-07-03,,Rejected,Bank Transfer,309.94
904446,702304,2024-08-18,Quality Issue,Rejected,,584.61
904447,709242,2024-05-24,Quality Issue,requested,Store Credit,5763.27
904448,700114,2024-10-18,Size Issue,Requested,Store Credit,2315.2
904449,707518,2024-12-18,Size Issue,Rejected,Original Payment,11002.68
904450,708350,2025-12-12,damaged,,UPI,3749.64
904451,702022,2024-08-03,Not as Expected,Approved,UPI,24008.15
904452,711031,2025-06-27,,approved,original payment,2000.5
904453,706816,2024-10-17,Duplicate Order,Rejected,,12823.55
904454,714801,2025-03-26,damaged,Approved,original payment,2049.49
904455,714167,2024-02-07,,Completed,,1550.43
904456,704184,2024-05-24,size issue,approved,Store Credit,19591.68
904457,717587,2024-09-06,Not as Expected,Approved,UPI,350.66
904458,716569,2024-06-07,Quality Issue,approved,Original Payment,422.79
904459,719826,2024-06-14,Changed Mind,Rejected,,6584.18
904460,709724,2025-09-20,Size Issue,Rejected,Bank Transfer,488.36
904461,718406,2024-05-27,Size Issue,approved,original payment,1374.7
904462,718766,2024-08-12,Changed Mind,approved,,3612.8
904463,706249,2024-05-01,damaged,approved,original payment,1354.08
904464,711731,2024-09-17,size issue,Completed,,5477.68
904465,718095,2025-01-16,Damaged,Rejected,Bank Transfer,6433.99
904466,704835,2025-11-21,,Approved,,1391.21
904467,700615,2024-11-27,Size Issue,requested,UPI,18784.36
904468,710357,2025-07-15,Size Issue,,Bank Transfer,23444.02
904469,700912,2024-12-25,size issue,approved,Bank Transfer,895.97
904470,707644,2025-06-27,Quality Issue,Approved,Original Payment,1031.29
904471,714024,2026-01-15,Late Delivery,Completed,original payment,6667.92
904472,713213,2025-09-20,Damaged,Rejected,Bank Transfer,1924.8
904473,714179,2024-06-24,Duplicate Order,approved,original payment,518.14
904474,715696,2026-01-07,size issue,Rejected,UPI,1752.19
904475,719413,2025-11-22,Wrong Item,requested,Original Payment,3854.89
904476,703252,2024-06-06,Damaged,Approved,original payment,2681.34
904477,708452,2024-05-02,Size Issue,,,14131.67
904478,714158,2025-12-31,Size Issue,Rejected,UPI,946.94
904479,708720,2025-04-21,Size Issue,requested,UPI,34961.97
904480,709802,2024-08-13,Wrong Item,approved,Original Payment,7159.6
904481,715491,2025-04-14,Not as Expected,Completed,Bank Transfer,17412.65
904482,703345,2024-10-28,Not as Expected,Rejected,UPI,4114.0
904483,714314,2026-01-04,Late Delivery,Completed,original payment,3941.04
904484,704971,2025-03-02,Damaged,Approved,Store Credit,6713.07
904485,716351,2024-03-14,Changed Mind,approved,Original Payment,0.0
904486,704051,2025-07-25,size issue,,original payment,1979.68
904487,710124,2024-11-24,Duplicate Order,,Bank Transfer,4173.1
904488,716113,2024-03-16,damaged,Rejected,,944.85
904489,710005,2025-11-27,,approved,original payment,2949.81
904490,706369,2025-09-29,Wrong Item,Approved,original payment,1114.65
904491,716728,2024-12-09,size issue,approved,Original Payment,2916.47
904492,701961,2024-09-17,Not as Expected,Completed,Store Credit,560.56
904493,709706,2024-05-30,size issue,approved,Original Payment,2114.43
904494,714327,2024-07-23,Not as Expected,Completed,UPI,10104.12
904495,713204,2024-11-07,Late Delivery,Rejected,UPI,390.18
904496,707079,2025-04-20,Not as Expected,Requested,original payment,769.52
904497,719570,2025-01-20,Quality Issue,Approved,Original Payment,200.1
904498,717649,2024-04-07,,requested,Original Payment,3045.1
904499,701257,2024-04-15,Wrong Item,Completed,original payment,4735.85
904500,706759,2025-12-11,Quality Issue,approved,UPI,3744.55
904501,707223,2025-05-28,Wrong Item,Completed,Original Payment,1740.15
904502,709220,2024-09-27,Changed Mind,,Original Payment,2582.93
904503,708503,2024-05-18,Changed Mind,,Bank Transfer,610.5
904504,718082,2024-03-26,,requested,original payment,4411.54
904505,713149,2025-05-26,Not as Expected,Approved,original payment,3016.84
904506,701866,2025-10-15,Changed Mind,Rejected,Bank Transfer,999999.0
904507,707856,2025-10-08,Late Delivery,Completed,UPI,440.39
904508,710799,2024-09-18,Damaged,Rejected,Original Payment,1764.86
904509,702056,2025-11-15,size issue,Rejected,UPI,1203.75
904510,715921,2024-08-10,,,Store Credit,5331.44
904511,713543,2025-03-29,,Approved,Store Credit,5197.35
904512,701376,2024-02-27,Late Delivery,,Store Credit,15663.72
904513,703053,2024-12-07,Duplicate Order,approved,Bank Transfer,1127.4
904514,716639,2025-09-20,size issue,Approved,UPI,1215.95
904515,706859,2025-12-28,Size Issue,approved,UPI,6041.59
904516,711256,2025-11-17,,,Store Credit,15620.14
904517,709216,2025-01-08,Changed Mind,requested,original payment,141.48
904518,704445,2025-10-27,damaged,Approved,,4484.84
904519,719248,2024-07-30,Damaged,,Original Payment,8709.2
904520,705787,2024-12-14,Changed Mind,Approved,original payment,2503.21
904521,717273,2025-12-09,Wrong Item,requested,,10653.93
904522,711247,2024-12-25,Late Delivery,,UPI,3709915.97
904523,713422,2025-10-17,Not as Expected,Requested,original payment,1618.0
904524,705464,2024-12-14,damaged,Rejected,,0.0
904525,706328,2025-01-05,Not as Expected,Requested,Original Payment,14079.72
904526,719915,2025-02-01,Late Delivery,Rejected,Original Payment,2242.38
904527,701020,2025-08-12,Late Delivery,requested,original payment,7991.72
904528,703450,2024-11-07,Damaged,approved,UPI,9143.43
904529,704639,2025-02-02,Not as Expected,,Original Payment,5641.21
904530,719066,2025-05-19,Late Delivery,Approved,Store Credit,2834.69
904531,703034,2025-05-15,Damaged,Completed,Original Payment,3113111.33
904532,708476,2024-03-08,damaged,Approved,original payment,1496.11
904533,713674,2025-05-14,Damaged,Rejected,UPI,5109.76
904534,702839,2024-04-09,Duplicate Order,requested,Original Payment,13918.37
904535,706464,2024-11-20,Late Delivery,,Original Payment,17479.26
